sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_N,133.2785,50.0,30.0,20.0,5134.742508999853,0.3883505940567561,26.31575139314242,13556.312230776428
OAT_N,120.0031,50.0,30.0,20.0,5068.8416399624475,0.3688556662640198,26.02960389679293,13487.456116090158
OAT_N,126.927,50.0,30.0,20.0,5103.212809729693,0.37902341492275143,26.178846605108625,13523.368619854733
OAT_N,136.497,50.0,30.0,20.0,5150.7195753780325,0.3930769620080737,26.38512525133132,13573.005769586396
OAT_N,125.1809,50.0,30.0,20.0,5094.544934755966,0.37645926669227275,26.141209912927913,13514.31204439534
OAT_N,145.3132,50.0,30.0,20.0,5194.484376559734,0.4060235536291412,26.575155951522376,13618.733150930626
OAT_N,133.2641,50.0,30.0,20.0,5134.671025465334,0.38832944765361826,26.315441005210804,13556.237541648303
OAT_N,138.2834,50.0,30.0,20.0,5159.587504965722,0.3957002907973337,26.423630598626218,13582.271370869637
OAT_N,135.9415,50.0,30.0,20.0,5147.961998751318,0.392261210137029,26.373151605774712,13570.124532734153
OAT_N,131.4499,50.0,30.0,20.0,5125.665092942951,0.38566529455830045,26.276336436770134,13546.82774885383
OAT_N,147.1526,50.0,30.0,20.0,5203.6154052675265,0.4087247129299503,26.61480369884338,13628.273649699315
OAT_N,144.451,50.0,30.0,20.0,5190.204299930476,0.4047574127412661,26.55657147411661,13614.261139384264
OAT_N,127.6643,50.0,30.0,20.0,5106.872865979695,0.3801061401334106,26.194738898301942,13527.192806949519
OAT_N,137.3146,50.0,30.0,20.0,5154.778251615658,0.3942776077862303,26.40274838833776,13577.246452305366
OAT_N,134.6211,50.0,30.0,20.0,5141.407355766776,0.39032220244931126,26.344690756822523,13563.275954624882
OAT_N,148.1603,50.0,30.0,20.0,5208.617763443473,0.41020452059953005,26.63652438764156,13633.500332644417
OAT_P,135.0,58.4499,30.0,20.0,5167.848703523359,0.3993280657126911,26.47418823751841,13600.4629043733
OAT_P,135.0,59.6532,30.0,20.0,5171.346209310224,0.40053130142165,26.49146617787372,13605.478616045793
OAT_P,135.0,48.0556,30.0,20.0,5137.636682913022,0.38893432106910136,26.324938594507334,13557.136375795693
OAT_P,135.0,58.9343,30.0,20.0,5169.256658150765,0.39981243983171355,26.4811436387551,13602.482027396782
OAT_P,135.0,45.593,30.0,20.0,5130.478902018202,0.3864718526432041,26.28957862116819,13546.871527823705
OAT_P,135.0,47.766,30.0,20.0,5136.794932995398,0.3886447365421218,26.320780286914133,13555.929237010392
OAT_P,135.0,55.4124,30.0,20.0,5159.019921151876,0.3962907280030903,26.430573391819696,13587.801702507413
OAT_P,135.0,42.8049,30.0,20.0,5122.375024444562,0.38368390160842614,26.249544859425775,13535.249899207334
OAT_P,135.0,49.9489,30.0,20.0,5143.139739263285,0.390827519912093,26.35212410474976,13565.028212336489
OAT_P,135.0,58.9896,30.0,20.0,5169.417392855339,0.3998677368770933,26.481937680225762,13602.712534215936
OAT_P,135.0,44.5831,30.0,20.0,5127.543531708092,0.38546200660108854,26.275077672140654,13542.661964773719
OAT_P,135.0,55.8913,30.0,20.0,5160.411889506676,0.3967696024159719,26.43744981967323,13589.797899897892
OAT_P,135.0,54.3925,30.0,20.0,5156.055484891573,0.3952708824952641,26.41592885482278,13583.550456488327
OAT_P,135.0,41.1282,30.0,20.0,5117.501536575504,0.3820072911927265,26.225469464600085,13528.26091577737
OAT_P,135.0,44.147,30.0,20.0,5126.275965620123,0.3850259299014484,26.26881580079606,13540.844170491013
OAT_P,135.0,41.8507,30.0,20.0,5119.601551477033,0.3827297525903187,26.235843695387675,13531.272510295268
OAT_P,135.0,40.2529,30.0,20.0,5114.957393955006,0.38113203795907585,26.212901209640386,13524.612405491542
OAT_P,135.0,44.2418,30.0,20.0,5126.551510827964,0.3851207248363851,26.27017701474577,13541.239325038136
OAT_P,135.0,55.1954,30.0,20.0,5158.3891900326635,0.39607373959716985,26.42745753288418,13586.897182077826
OAT_P,135.0,52.8895,30.0,20.0,5151.686872577386,0.3937679627989579,26.394347583025198,13577.285506231729
OAT_P,135.0,43.3649,30.0,20.0,5124.002717655437,0.38424387168822083,26.257585785710965,13537.58414547726
OAT_P,135.0,49.6379,30.0,20.0,5142.235788212247,0.3905165365284928,26.34765851890209,13563.731871997295
OAT_P,135.0,51.1879,30.0,20.0,5146.741010492346,0.3920664537136389,26.369914654155753,13570.192732208692
OAT_P,135.0,42.4137,30.0,20.0,5121.237964472966,0.38329272250982666,26.243927698063686,13533.619261455917
OAT_P,135.0,56.1565,30.0,20.0,5161.1827185058255,0.39703478824661753,26.441257772621142,13590.903332238582
OAT_P,135.0,41.2288,30.0,20.0,5117.7939400344585,0.3821078858177753,26.226913959572034,13528.680246446567
OAT_P,135.0,43.7183,30.0,20.0,5125.029908335298,0.38459725280643414,26.262660184548807,13539.057221605452
OAT_P,135.0,43.6387,30.0,20.0,5124.798543371753,0.3845176570593776,26.261517224312552,13538.72542517137
OAT_P,135.0,45.2037,30.0,20.0,5129.347364577143,0.38608257344308966,26.283988741520286,13545.24880983642
OAT_P,135.0,45.0718,30.0,20.0,5128.963984694082,0.38595068049036657,26.282094816204182,13544.699011473916
OAT_P,135.0,51.8446,30.0,20.0,5148.649771441596,0.39272311862685527,26.379344076104836,13572.930052789867
OAT_P,135.0,54.7877,30.0,20.0,5157.204171243246,0.39566606138014787,26.421603451372622,13585.197767427386
OAT_P,135.0,45.1336,30.0,20.0,5129.143612266282,0.3860124771884582,26.282982189854938,13544.956612222993
OAT_P,135.0,52.6094,30.0,20.0,5150.872735312448,0.39348787776440347,26.3903256840029,13576.117966267071
OAT_P,135.0,57.2769,30.0,20.0,5164.439267565582,0.3981551283848354,26.45734536871031,13595.573492097186
OAT_P,135.0,56.1669,30.0,20.0,5161.212947094027,0.39704518769095654,26.4414071041093,13590.946682526452
OAT_P,135.0,55.209,30.0,20.0,5158.428719724927,0.39608733887053627,26.42765281252254,13586.95387091581
OAT_P,135.0,40.2012,30.0,20.0,5114.807122992504,0.381080340721352,26.212158859838695,13524.396904541267
OAT_P,135.0,55.4334,30.0,20.0,5159.0809596472845,0.39631172688108257,26.43087492655539,13587.88923674254
OAT_P,135.0,47.6788,30.0,20.0,5136.541477909705,0.38855754120112523,26.31952819982115,13555.565761519789
OAT_P,135.0,51.3273,30.0,20.0,5147.146189838051,0.3922058462656449,26.371916270448885,13570.773792798025
OAT_P,135.0,45.8659,30.0,20.0,5131.272111799,0.3867447380624469,26.29349713685253,13548.009056050609
OAT_P,135.0,58.2957,30.0,20.0,5167.400506571364,0.3991738739514334,26.47197411103059,13599.820152989687
OAT_P,135.0,45.5877,30.0,20.0,5130.463497064599,0.3864665529263775,26.28950251954442,13546.84943585008
