sample_type,N_rate,P_rate,K_rate,global_warming,marine_eutrophication,terrestrial_acidification
OAT_K,135,50,30.0189,5147.231768,0.700910584,26.38535186
OAT_K,135,50,29.637,5146.079828,0.700803348,26.38061494
OAT_K,135,50,27.3858,5139.289443,0.700171224,26.35269204
OAT_K,135,50,28.9778,5144.091456,0.700618249,26.37243851
OAT_K,135,50,20.2667,5117.815816,0.698172223,26.26438985
OAT_K,135,50,39.6376,5176.245039,0.703611458,26.504658
OAT_K,135,50,27.0602,5138.307323,0.700079798,26.34865344
OAT_K,135,50,35.7331,5164.467739,0.702515097,26.45622829
OAT_K,135,50,22.9047,5125.772921,0.698912958,26.29711044
OAT_K,135,50,38.603,5173.124334,0.703320949,26.49182527
OAT_K,135,50,25.2737,5132.918631,0.699578159,26.32649448
OAT_K,135,50,21.8828,5122.690523,0.698626014,26.28443524
OAT_K,135,50,26.8067,5137.54268,0.700008617,26.34550914
OAT_K,135,50,38.8241,5173.791246,0.703383032,26.4945677
OAT_K,135,50,31.7028,5152.310983,0.701383413,26.40623822
OAT_K,135,50,20.4403,5118.339452,0.698220969,26.26654311
OAT_K,135,50,22.5846,5124.807391,0.698823076,26.29314006
OAT_K,135,50,29.4699,5145.575797,0.700756428,26.37854231
OAT_K,135,50,32.9802,5156.164056,0.701742099,26.42208253
OAT_K,135,50,36.6827,5167.332056,0.70278174,26.46800671
OAT_K,135,50,24.3603,5130.163506,0.699321682,26.31516507
OAT_K,135,50,36.2284,5165.961732,0.702654175,26.46237178
OAT_K,135,50,24.8718,5131.706364,0.699465308,26.32150949
OAT_K,135,50,33.4506,5157.582943,0.701874185,26.42791716
OAT_K,135,50,38.1932,5171.888237,0.703205879,26.48674229
OAT_K,135,50,23.2877,5126.928179,0.699020502,26.30186101
OAT_K,135,50,31.261,5150.978364,0.701259358,26.40075832
OAT_K,135,50,34.4835,5160.69852,0.702164217,26.4407288
OAT_K,135,50,39.3599,5175.407401,0.703533482,26.50121353
OAT_K,135,50,25.9778,5135.042436,0.699775866,26.33522783
OAT_K,135,50,38.4416,5172.637496,0.703275628,26.48982334
RANDOM,144.395,42.0789,24.3398,5153.716283,0.702746448,26.4036799
RANDOM,123.18,57.4858,23.3079,5090.071231,0.694349108,26.15482188
RANDOM,136.3061,59.7368,31.7596,5187.266902,0.7034543,26.57490409
RANDOM,142.6215,50.966,35.7669,5205.211612,0.706383788,26.63479741
RANDOM,138.639,40.9846,24.6932,5123.028014,0.699877983,26.26828153
RANDOM,120.2998,57.6436,29.3402,5094.42766,0.694660661,26.16982781
RANDOM,127.5317,40.7256,27.5133,5075.643457,0.695212861,26.06012717
RANDOM,121.2166,57.8349,34.3669,5114.697047,0.696547292,26.25468499
RANDOM,122.6304,43.6679,32.6492,5075.356441,0.694692037,26.06043238
RANDOM,131.0163,51.5212,28.1028,5126.098049,0.698650385,26.29756047
RANDOM,148.0746,47.8318,28.4592,5201.129174,0.706536066,26.61669259
RANDOM,140.4048,58.5033,34.5876,5212.558324,0.706068553,26.68061611
RANDOM,132.2689,55.1009,32.2507,5155.232339,0.700947446,26.42740883
RANDOM,121.1528,45.9549,33.5989,5077.533437,0.694570773,26.07320136
RANDOM,139.8321,40.0873,34.1841,5154.970417,0.702994441,26.39883528
RANDOM,120.8899,54.1074,26.9586,5079.894979,0.693764959,26.10223135
RANDOM,135.9631,58.0353,30.6083,5177.14592,0.702715931,26.52879911
RANDOM,121.8766,50.5836,35.5028,5100.323044,0.696132464,26.17888037
RANDOM,136.1272,42.1202,31.8975,5135.59045,0.70084074,26.31980522
RANDOM,126.1657,56.3552,27.0948,5113.029029,0.696704561,26.24991479
RANDOM,133.4096,57.7111,29.0054,5158.692793,0.700972783,26.44922235
RANDOM,149.6522,53.6556,20.3198,5201.336821,0.705868237,26.63336253
RANDOM,148.7043,52.2467,34.5318,5235.404443,0.709191263,26.76898012
RANDOM,121.4767,43.6025,29.3253,5059.413215,0.69318629,25.99339744
RANDOM,122.5266,44.488,29.3702,5067.334283,0.693840077,26.02929937
RANDOM,134.8401,46.35,21.6658,5110.63314,0.697955622,26.22588746
RANDOM,120.8021,57.2616,28.6685,5093.78475,0.694661506,26.16683821
RANDOM,147.8978,57.2461,27.8923,5225.905109,0.707661355,26.74102816
RANDOM,147.0452,51.7493,26.035,5200.093468,0.705923511,26.62068604
RANDOM,127.1301,54.5753,21.7288,5096.45731,0.695409197,26.17858743
RANDOM,137.1599,47.0472,39.2869,5177.326649,0.704136873,26.50446545
RANDOM,132.1288,55.9179,23.3482,5130.058584,0.698498277,26.32569744
RANDOM,129.3763,48.0123,35.0701,5128.773664,0.699295703,26.29824649
RANDOM,123.1435,40.5947,37.8981,5084.803458,0.695968779,26.0924697
RANDOM,136.5382,58.0016,35.9791,5196.103001,0.704499706,26.60732838
RANDOM,127.7145,51.5658,30.8509,5118.126309,0.697817573,26.26111773
RANDOM,142.9532,50.8576,33.5405,5199.827561,0.705904682,26.61277533
RANDOM,141.8154,59.1777,35.2748,5223.593769,0.707047943,26.72922849
RANDOM,136.9794,45.2204,21.6922,5118.049255,0.698842334,26.25610723
RANDOM,140.407,58.4793,28.8528,5195.201379,0.704455833,26.60918697
RANDOM,124.7635,48.8705,25.5188,5079.559576,0.694488112,26.09267147
RANDOM,129.7116,49.5866,35.2715,5135.621482,0.699745068,26.33057691
RANDOM,141.4399,57.3213,23.872,5181.93921,0.703392602,26.55304369
RANDOM,129.3246,41.5394,34.641,5108.408608,0.698207528,26.19886668
RANDOM,147.7583,47.0896,37.2908,5224.040853,0.708753539,26.70876103
RANDOM,139.1044,58.8275,35.9049,5211.018707,0.705851178,26.67358069
RANDOM,148.4534,41.719,33.4124,5200.18269,0.707221683,26.59852239
RANDOM,148.5276,52.4459,27.3191,5213.350318,0.707108771,26.6785685
RANDOM,134.0401,56.9466,22.7646,5140.776212,0.699416714,26.37442715
RANDOM,135.0251,59.5035,29.2295,5172.598095,0.702084891,26.51256034
RANDOM,127.7089,42.2945,31.0959,5091.889599,0.696533724,26.13091119
RANDOM,135.9985,45.5931,35.6923,5156.492287,0.702349162,26.41396683
RANDOM,136.9747,47.888,23.285,5130.583983,0.699675695,26.31406584
RANDOM,138.6322,42.871,24.7408,5128.620836,0.700162693,26.2958118
RANDOM,140.7177,53.4167,35.2716,5201.390092,0.705672666,26.62280716
RANDOM,134.0744,58.4546,32.6816,5175.242673,0.702437651,26.51982566
RANDOM,130.7294,42.749,35.8553,5122.560783,0.699410021,26.26157679
RANDOM,131.8897,50.087,27.7706,5125.263057,0.698774418,26.29167251
RANDOM,123.5124,59.026,28.7803,5112.704666,0.696272159,26.25197934
RANDOM,121.1653,45.2926,22.6704,5042.706378,0.691411781,25.92840864
RANDOM,122.2732,53.7016,32.5597,5102.477192,0.695953545,26.19569477
RANDOM,132.3887,52.2558,28.4313,5136.03688,0.699519182,26.34176471
RANDOM,123.7081,53.9644,26.7213,5092.753482,0.695052512,26.15798018
RANDOM,146.4308,53.2613,36.3969,5232.693291,0.708753453,26.75767779
RANDOM,130.7257,51.4086,23.1295,5109.327025,0.697095733,26.22799324
RANDOM,122.7836,42.3041,28.9535,5061.005444,0.693530482,25.99831219
RANDOM,138.9761,47.5556,31.5976,5164.626678,0.702937915,26.45553843
RANDOM,124.2341,49.828,36.8607,5113.925656,0.697553968,26.2356889
RANDOM,126.6593,53.2553,29.5485,5113.870365,0.697183025,26.24647799
RANDOM,142.7961,45.6578,22.1603,5149.607428,0.701875442,26.3935712
RANDOM,136.5364,47.1176,33.3216,5156.442761,0.702167895,26.41804598
RANDOM,128.8661,49.4942,34.5142,5128.871463,0.699106447,26.30163243
RANDOM,146.7286,50.5484,21.5587,5181.52925,0.704337269,26.54109627
RANDOM,130.2813,50.5895,35.1589,5141.024934,0.700137432,26.35586043
RANDOM,147.5403,59.3213,24.453,5219.788099,0.706823346,26.72046016
RANDOM,145.862,48.1614,30.2425,5196.482583,0.706005264,26.59585255
RANDOM,131.5367,58.4052,38.8926,5181.236092,0.70293632,26.54145545
RANDOM,144.8046,56.2797,30.408,5215.329322,0.70671786,26.69168241
RANDOM,146.209,42.7048,20.9789,5154.402843,0.702778914,26.4100802
RANDOM,147.706,41.4759,35.6382,5202.479673,0.707446621,26.60652961
RANDOM,126.3085,41.9512,23.8781,5062.168651,0.693773765,26.00627016
RANDOM,149.3956,56.4768,38.0182,5261.647505,0.711123418,26.88786382
RANDOM,128.4153,40.59,31.1789,5090.692328,0.696653507,26.12269236
RANDOM,146.3398,56.1282,37.983,5245.358689,0.709571845,26.81655483
RANDOM,130.0083,49.5075,21.151,5094.272198,0.695913358,26.16069193
RANDOM,121.4589,42.1654,33.8268,5068.725841,0.694232357,26.02821337
RANDOM,149.9113,40.1839,34.4696,5206.146862,0.708006339,26.62101786
RANDOM,141.0109,55.2878,28.7718,5188.678499,0.704263048,26.57537308
RANDOM,144.2829,43.5935,23.8266,5156.014147,0.702768178,26.41664594
RANDOM,128.2066,49.1753,37.4669,5133.57705,0.699567344,26.31946207
RANDOM,130.7209,45.038,20.9961,5084.351383,0.695566778,26.10995386
RANDOM,146.7701,58.6031,37.2612,5252.511094,0.70993946,26.85241352
RANDOM,142.0616,41.3801,38.562,5183.000836,0.705499741,26.51975613
RANDOM,121.3181,45.6139,33.4833,5077.014171,0.694569313,26.07043415
RANDOM,139.9462,53.1454,25.8962,5168.492308,0.70262419,26.4859938
RANDOM,149.6332,56.3775,39.8372,5268.025081,0.71173565,26.91412147
RANDOM,133.2263,59.5118,32.738,5174.275564,0.702193627,26.51742479
RANDOM,121.7708,42.8117,31.841,5066.162839,0.693921035,26.01958538
RANDOM,146.9077,44.5794,34.3053,5203.516942,0.70713473,26.6173523
RANDOM,122.3408,50.0636,27.3712,5076.588294,0.69399993,26.08055869
RANDOM,138.5062,43.2536,27.716,5138.081634,0.700992343,26.33549266
RANDOM,137.9129,49.7387,22.0348,5136.84954,0.700051861,26.34535537
RANDOM,143.3937,53.5819,35.9726,5217.26874,0.707199183,26.69155455
RANDOM,130.5133,53.614,34.2613,5148.260142,0.700438955,26.39315587
RANDOM,148.855,54.3432,32.5758,5236.346253,0.709020809,26.77807026
RANDOM,144.8209,57.2513,35.2732,5232.909384,0.708233399,26.76633056
RANDOM,141.5375,54.7924,22.6166,5171.286508,0.702719502,26.50326404
RANDOM,136.2311,43.5875,38.7845,5161.144605,0.703038902,26.42853675
RANDOM,140.672,41.2402,31.2179,5153.543739,0.702739202,26.3967019
RANDOM,130.095,46.7892,36.438,5132.912383,0.699852372,26.31314245
RANDOM,133.5053,47.1954,26.0773,5119.770834,0.698666185,26.26397346
RANDOM,135.1678,54.4895,25.4394,5147.300579,0.700360233,26.39663045
RANDOM,128.2428,43.5016,33.6644,5105.79597,0.69769119,26.1916103
RANDOM,121.3935,47.2261,31.7966,5076.986818,0.694367224,26.07428754
RANDOM,146.2235,49.9887,21.6861,5177.779326,0.70404511,26.52375258
RANDOM,137.7467,51.7674,23.0394,5144.951326,0.700548238,26.38336328
RANDOM,132.945,40.9276,37.1933,5132.30111,0.700601522,26.29977628
RANDOM,132.4012,47.9856,31.9494,5134.298975,0.699891397,26.32435618
RANDOM,148.2925,51.5471,32.2595,5224.472729,0.708250434,26.72187386
RANDOM,136.276,44.3099,27.5162,5129.478193,0.700001919,26.3001103
RANDOM,134.1194,51.5559,30.6891,5149.404274,0.700895666,26.3970245
RANDOM,129.5088,42.2351,33.0182,5106.450203,0.697943021,26.19269798
RANDOM,143.0285,48.6554,32.4038,5190.371783,0.705301599,26.56867833
RANDOM,122.085,55.9912,25.6441,5087.33808,0.69425323,26.13873601
RANDOM,146.0776,49.7427,39.4748,5229.996807,0.70893307,26.73771872
RANDOM,130.0607,55.8668,24.1821,5122.159057,0.69771596,26.29072973
RANDOM,147.0542,43.4464,23.6279,5168.744345,0.704043091,26.47180376
RANDOM,136.9314,44.4414,24.4495,5123.863693,0.699479725,26.27808744
RANDOM,120.9492,49.2174,24.714,5059.205625,0.692451631,26.00545399
RANDOM,134.7238,56.7097,28.228,5159.961091,0.70124989,26.45352813
RANDOM,134.3417,47.03,32.1458,5141.746745,0.700754183,26.3548979
RANDOM,148.7575,55.255,32.9976,5239.784776,0.709224437,26.79429285
RANDOM,138.9683,50.4732,20.5841,5139.847777,0.700266389,26.36065691
RANDOM,139.6942,56.7679,25.3651,5176.168508,0.702879549,26.52598922
RANDOM,144.7127,50.8683,21.9775,5173.715115,0.703517881,26.50743211
RANDOM,132.4901,50.6639,28.3655,5131.714759,0.699318397,26.32027643
RANDOM,148.0588,40.2211,28.4483,5178.89664,0.70541717,26.50693633
RANDOM,123.4202,56.8967,38.0454,5134.004653,0.698518732,26.33433804
RANDOM,148.4318,57.1264,32.7082,5242.73443,0.709256743,26.81055394
RANDOM,141.4098,40.744,23.828,5133.473573,0.700951889,26.31381906
RANDOM,129.8069,49.4423,33.9983,5131.834738,0.699413048,26.31476689
RANDOM,129.1357,56.9273,25.8334,5125.630559,0.697882736,26.30650112
RANDOM,137.1089,43.2374,24.6221,5121.765907,0.699439489,26.26676626
RANDOM,124.8773,46.1925,26.2529,5074.554928,0.694359846,26.06577699
RANDOM,144.7166,42.0597,28.6835,5168.359019,0.704120248,26.46421356
RANDOM,122.413,40.6472,26.3038,5046.357402,0.692364399,25.9336672
RANDOM,138.1189,56.141,27.2924,5172.339755,0.702560854,26.50693793
RANDOM,132.4797,55.2523,22.3535,5126.865516,0.698293264,26.31136596
RANDOM,122.2449,57.0995,29.934,5104.293022,0.695697194,26.2113065
RANDOM,124.2541,53.0161,25.3688,5088.627975,0.694801059,26.13935679
