sample_type,N_rate,P_rate,K_rate,global_warming,marine_eutrophication,terrestrial_acidification
OAT_P,135,48.2724,30,5142.153326,0.700653736,26.36031118
OAT_P,135,56.2673,30,5165.391262,0.701817802,26.47510832
OAT_P,135,45.1231,30,5132.999586,0.700195195,26.31509102
OAT_P,135,48.4111,30,5142.55647,0.700673931,26.36230274
OAT_P,135,45.1773,30,5133.157124,0.700203086,26.31586926
OAT_P,135,46.973,30,5138.376496,0.700464542,26.34165336
OAT_P,135,52.5198,30,5154.498797,0.701272162,26.42129873
OAT_P,135,47.1596,30,5138.918867,0.700491711,26.34433271
OAT_P,135,53.4856,30,5157.305987,0.701412784,26.43516646
OAT_P,135,44.852,30,5132.211608,0.700155722,26.31119835
OAT_P,135,40.5281,30,5119.643782,0.699526158,26.24911234
OAT_P,135,47.271,30,5139.242662,0.700507931,26.34593228
OAT_P,135,50.3146,30,5148.089174,0.700951083,26.38963471
OAT_P,135,44.8401,30,5132.17702,0.700153989,26.31102748
OAT_P,135,57.0935,30,5167.792691,0.701938098,26.48697156
OAT_P,135,55.7757,30,5163.96238,0.701746225,26.46804954
OAT_P,135,45.5939,30,5134.368011,0.700263744,26.32185114
OAT_P,135,55.1302,30,5162.086173,0.701652239,26.45878093
OAT_P,135,49.2136,30,5144.889013,0.700790776,26.37382568
OAT_P,135,44.8871,30,5132.31363,0.700160833,26.31170234
OAT_P,135,57.1451,30,5167.942671,0.701945611,26.48771247
OAT_P,135,50.7887,30,5149.467191,0.701020112,26.39644222
OAT_P,135,41.7842,30,5123.294756,0.699709047,26.26714843
OAT_P,135,47.0536,30,5138.610768,0.700476277,26.34281067
OAT_P,135,51.6232,30,5151.892744,0.701141616,26.40842463
OAT_P,135,51.3975,30,5151.236726,0.701108754,26.40518385
OAT_P,135,46.6323,30,5137.386219,0.700414936,26.33676131
OAT_P,135,56.9504,30,5167.376757,0.701917262,26.48491682
